S5,S6,S1,S2,ITTH
TCGA.3B.A9HV.01,0.464977923612496,0.444751292444486,0.0902593114615119,1.14724815065586e-05,0.673471414607841
TCGA.VT.A80J.02,0.0144155339812034,0.778099502090264,0.207431534692066,5.34292364663377e-05,0.420650634930208
TCGA.WK.A8Y0.01,0.019586123814662,0.639075368245612,0.0604099123999692,0.280928595539757,0.641562805979174
TCGA.VT.AB3D.01,0.124926913759578,0.772935333786009,0.102137752454412,0,0.499135582579582
TCGA.DX.A3U8.01,0.275653150738087,0.513790094964679,0.0293597344134302,0.181197019883804,0.801030392550982
TCGA.HB.A43Z.01,0.47717118611885,0.508406955940914,0.014421688102608,1.69837628100733e-07,0.54686041790091
TCGA.IS.A3K8.01,0.400702837718698,0.436372415666384,0.156532860594378,0.00639188602053981,0.758069637427133
TCGA.KD.A5QU.01,0.442972119453801,0.500347521163763,0.0382674975159643,0.0184128618664717,0.653239987121723
TCGA.IW.A3M5.01,2.56896087978323e-07,0.651721987200062,0.232203692155306,0.116074063748544,0.626164928464946
TCGA.QQ.A8VD.01,0.0369929139087647,0.258538277373639,0.061866307724163,0.642602500993434,0.669433677087533
TCGA.DX.A8BJ.01,0.0192372359100411,0.333153652331536,0.202910849231936,0.444698262526487,0.812379211675216
TCGA.K1.A3PN.01,0.917208307947439,0.059935113981633,0.0228510867673721,5.49130355634014e-06,0.241195460659182
TCGA.LI.A67I.01,0.092588796840814,0.540641716690155,0.0830657655379749,0.283703720931056,0.805681517210241
TCGA.JV.A75J.01,0.00212580454989044,0.781126089195827,0.188314869825629,0.0284332364286534,0.448447351928385
TCGA.PC.A5DN.01,0.140565184646536,0.660301780707604,0.0262344311055396,0.17289860354032,0.684429931292256
TCGA.DX.A48N.01,0.0648757133148204,0.894341410517905,1.37711536280644e-06,0.040781499051912,0.294181738281307
TCGA.DX.A48U.01,0.914671346211681,3.69751563334671e-07,0.0363249875366627,0.0490032965000935,0.252326850380773
TCGA.FX.A3NK.01,0.18951274614333,0.541621169669254,0.00741918964823823,0.261446894539178,0.746198590395644
TCGA.DX.A6B7.01,0.89792770823129,0.0207173595958216,0.0489740937537765,0.0323808384191122,0.314358707614974
TCGA.IE.A6BZ.01,0.0313607962293999,0.902185033872679,1.70866691493317e-05,0.0664370832287721,0.2753931345431
TCGA.3B.A9HZ.01,0.853474146046326,0.0534671124617833,0.0283103934667437,0.0647483480251473,0.411138047202761
TCGA.QQ.A8VB.01,0.10232174784601,0.720553302695035,0.0163035527591789,0.160821396699776,0.599016728678211
TCGA.DX.A48K.01,0.11199796938013,0.485876104637504,0.0427005832319264,0.35942534275044,0.792284922940862
TCGA.QQ.A8VH.01,9.22572519037996e-06,0.885985157837787,0.106801773879182,0.00720384255784024,0.275403041317882
TCGA.DX.A23V.01,0.0830314501667746,0.849375715225903,2.41204059070476e-05,0.0675687142014148,0.380596103458929
TCGA.DX.AB2H.01,1.24088822322207e-06,0.780502549912765,0.0446172448247329,0.174878964374279,0.459579080735084
TCGA.DX.AB36.01,0.069238547805433,0.557604047732088,0.0436156853094647,0.329541719153014,0.73073094998707
TCGA.X6.A7WB.01,0.414838609328421,0.537148975656819,0.0314667146744763,0.0165457003402838,0.631562618084553
TCGA.MB.A5YA.01,0.638819342244498,0.203115202950895,0.157865252370234,0.000200202434373462,0.651495623225678
TCGA.DX.A8BR.01,0.032850609436516,0.929112532593363,1.58953534819861e-07,0.0380366990165857,0.219921699975119
TCGA.QQ.A5VB.01,0.0931250579509031,0.371417848145138,0.17611801037347,0.359339083530488,0.910737384978567
TCGA.SI.A71O.06,0.0713689030478351,0.807147634393686,0.0653257822640303,0.0561576802944484,0.505867016733915
TCGA.DX.A8BN.01,0.00346554808916676,0.884336882450158,0.111898127460058,0.000299442000617163,0.27110924061905
TCGA.DX.A3LY.01,2.41650596378039e-06,0.943411546637687,9.04892945032279e-07,0.0565851319634042,0.156902531444361
TCGA.DX.A6YU.01,0.089355541871796,0.910610163132901,2.91251280978023e-05,5.16986720528657e-06,0.217444754278828
TCGA.DX.A2J0.01,0.088274852293999,0.722860890424087,0.0291110212943839,0.15975323598753,0.609414781424206
TCGA.DX.A3U9.01,0.573030772818693,0.364726393761016,0.0217506722913298,0.040492161128961,0.649246349724985
TCGA.MO.A47R.01,0.184687284376317,0.764599893627369,0.0219483735881004,0.0287644484082141,0.507158112284762
TCGA.3B.A9I1.01,0.36064551073443,0.621954637896097,0.0173764517485819,2.33996208913694e-05,0.529351292378721
TCGA.DX.A6YQ.01,0.0926819751509756,0.896854971043208,0.0104210122647007,4.20415411159977e-05,0.264062725987608
TCGA.MB.A5Y8.01,0.0119036272969933,0.362341443089978,0.241652577300953,0.384102352312076,0.816072314555345
TCGA.3B.A9HP.01,0.485448260057413,0.378778302742676,0.095174513875974,0.0405989233239366,0.773629797885765
TCGA.SG.A6Z7.01,5.45454939620375e-06,0.803528403867233,0.0702022529589127,0.126263888624458,0.449835005426122
TCGA.QQ.A8VG.01,0.065466339708388,0.934533660291612,0,0,0.174386233595133
TCGA.WK.A8XS.01,0.672212314018665,0.312367924021478,0.0095772249321743,0.00584253702768265,0.508562462959558
TCGA.DX.A6YT.01,0.0711640873941156,0.874900390415023,0.011456899349801,0.0424786228410608,0.353733428826233
TCGA.DX.A3LT.01,0.0180476429491729,0.524314073848659,0.133366795791751,0.324271487410418,0.753708180283371
TCGA.DX.A48R.01,0.724135800267677,0.226985565366393,0.0487660851184314,0.000112549247498396,0.518400531153147
TCGA.DX.AB35.01,1.23829778736173e-05,0.893195608653998,0.0500875738034833,0.056704434564645,0.298438494124596
TCGA.DX.A48J.01,0.863623132649988,0.0759706508266819,0.0252442913849845,0.0351619251383452,0.384494977461484
TCGA.DX.AB37.01,0.0837052874135703,0.539777875919549,0.376369685786404,0.000147150880477657,0.656089696710367
