S1,S3
TANC2,451.976886403299,9.03210570773864
MR1,311.818280823523,132.280374535423
STIL,103.373429344337,7.5225468057953e-06
TMEM140,302.524880196581,663.749534133806
SOAT1,548.082166614521,7.98648546456456e-07
LRRC8C,366.745728585356,2.59316739619758
MCM10,49.0555858801377,1.45969434060173
GINS1,166.999135039583,55.3098087031321
GTF2H2C,372.724159886283,0.00038729379620571
ALG10B,494.057381374883,7.56265299113564e-07
SHCBP1,85.0532723840417,0.942897309752079
CMTM4,514.032817336746,1.61584480303775e-05
PSMC3IP,105.858243132722,1126.95440088862
TTC12,465.002767816377,500.878269236097
FUCA2,443.216423046509,287.719376334011
GIMAP1,253.422044558915,601.601938352265
DBNDD1,368.063532539112,327.322329557817
TTC7B,503.484502204278,0.243659364750011
NME1-NME2,131.105344211642,328.482287697534
SLAIN1,93.2617763066019,0.363234840392085
LIPE,147.217386880495,262.352508291434
NOTCH4,495.422970366496,148.300673023167
KLHL28,453.633659746576,8.08789537914466e-14
GUCY1B3,288.830807356625,0.0547595805769265
CSNK2A1P,424.97776972362,2.53042292397576e-15
ZNF595,409.711874160425,0.0026801837221934
RUSC2,461.346352449916,0.161129236023237
GIMAP8,456.322751523969,140.322094478944
CTBS,543.925121511696,0.00633554258264384
ACCN2,353.293859205443,364.658499087431
OBFC2A,352.850208041443,209.864940998813
KBTBD4,484.114233023145,2.89384562922497e-14
EXD3,363.598248291204,826.324321586681
HHAT,448.605186628758,0.144035106708953
GPR153,327.67546608448,282.639056855342
FAM127C,463.984854896029,393.078181414377
KIF16B,454.150276602168,2.01058850024794e-11
DPCD,282.736066742702,1167.43891989497
FN3K,370.772562460207,280.436353056196
TMEM62,437.309528623264,682.29532209284
CSTA,1067.43542704683,5174.50941417335
CD24,1588.99332387961,2012.00284584176
FGFR3,2284.40557595905,7104.23881424927
CXCL9,2894.62785621558,824.328340099516
CYR61,3494.12566732529,3.08053333133548e-05
GHRH,4.75737891009425e-10,9415.92751639934
RAMP1,955.329836637208,13867.5240617814
CHI3L1,1570.66545098305,3085.9088380705
LOC440905,3923.66140039134,1103.58885575991
APOC1,0.759866455370657,15106.3423882326
NUPR1,6.77646397978498e-07,14580.6462128883
SLC6A1,3065.53965282247,1.35001619579187e-13
MRC2,3400.7224637005,7.59557191656836
TNC,1870.09748038634,1.81728817571114e-14
CRIP2,2096.47403296264,12293.5222418596
MEG3,2462.33824442495,1396.27633865928
PTN,1501.35216131998,1634.08168030996
ADH1B,1972.95317684131,2.98780224144313e-19
HSPA2,1883.84651797814,541.807002632294
PLCB2,1585.23540239543,1117.3071200106
PRRX1,3731.87339606268,223.786346922789
TSPO,1191.35032200821,15838.3452907364
NAT14,6.06802471812775e-10,12661.2314379818
RPS28,7.74343227970632e-09,13507.1003510541
